gen,nevals,avg,std,min,max,bestFit
12,459,82568984.0,24044533.916209396,19124000.0,136563000.0,640000.0
13,465,85798706.0,24645659.531762667,10806000.0,139146000.0,640000.0
14,460,89754262.0,25413846.697840843,4708000.0,139776000.0,640000.0
15,442,92138318.0,25253251.38632402,4708000.0,139482000.0,640000.0
16,452,93750726.0,25061643.444333892,6154000.0,140154000.0,640000.0
17,456,96605896.0,25469327.714904137,4932000.0,139482000.0,640000.0
18,449,100207848.0,24790510.698751166,5808000.0,140154000.0,640000.0
19,467,103382206.0,24532918.89481486,6648000.0,140154000.0,640000.0
20,451,104627826.0,24467289.52948659,6696000.0,155960000.0,640000.0
21,451,106340346.0,24653685.033647284,9198000.0,140910000.0,640000.0
22,457,108186240.0,23643123.09942153,9270000.0,140154000.0,640000.0
23,446,113181686.0,22019235.52377339,10506000.0,140154000.0,640000.0
24,458,115178208.0,21965696.543946337,8463000.0,140154000.0,640000.0
25,453,116891998.0,21209625.72592916,6632000.0,140910000.0,640000.0
26,458,120167706.0,19302147.985433225,15432000.0,140910000.0,640000.0
27,450,120799496.0,19917256.88999326,7300000.0,140910000.0,640000.0
28,456,124156408.0,18558611.121243313,11456000.0,140910000.0,640000.0
29,464,125251462.0,17831375.097410634,5620000.0,140910000.0,640000.0
30,453,125749454.0,18231816.817308255,9315000.0,140910000.0,640000.0
31,454,127247496.0,16013987.61439461,15432000.0,140910000.0,640000.0
32,455,128327470.0,16484215.71058508,15420000.0,140910000.0,640000.0
33,455,128828372.0,15134355.127907367,11700000.0,140910000.0,640000.0
34,430,129365122.0,16212646.16955283,6674000.0,140910000.0,640000.0
35,450,129026816.0,18004189.886083294,7800000.0,155960000.0,640000.0
36,443,130213542.0,16973050.64389534,9261000.0,140910000.0,640000.0
37,457,131805006.0,15672284.319459112,3873000.0,155960000.0,640000.0
38,445,132429278.0,13311191.182186363,9261000.0,155512000.0,640000.0
39,448,131640654.0,16908471.213042416,3882000.0,140910000.0,640000.0
40,458,131836544.0,18336357.0011075,6642000.0,140910000.0,640000.0
41,449,134118656.0,11175719.950216362,9984000.0,140910000.0,640000.0
42,447,134033618.0,12118704.77072843,3866000.0,140910000.0,640000.0
43,437,134246898.0,12982670.325614681,3866000.0,140910000.0,640000.0
44,448,134232640.0,12736856.058792531,9234000.0,140910000.0,640000.0
45,452,134499226.0,12529065.86377947,14432000.0,140910000.0,640000.0
46,462,134563174.0,13142195.967330726,15435000.0,140910000.0,640000.0
47,446,135420970.0,11243448.419639768,6642000.0,140910000.0,640000.0
48,456,135175172.0,13917348.00507683,10011000.0,140910000.0,640000.0
49,456,135117774.0,13983884.95257752,7716000.0,140910000.0,640000.0
50,453,135178514.0,14229225.789121628,9213000.0,140910000.0,640000.0
51,465,135839794.0,11980816.251473187,6642000.0,140910000.0,640000.0
52,460,135578846.0,13735457.013812246,10011000.0,140910000.0,640000.0
53,450,135209776.0,15318222.250568895,3866000.0,140910000.0,640000.0
54,463,135371382.0,15652677.245125704,6642000.0,140910000.0,640000.0
55,465,136456476.0,10812552.620053416,6674000.0,140910000.0,640000.0
56,467,136127042.0,12234825.694395322,14464000.0,140910000.0,640000.0
57,472,135014220.0,14123274.397093615,6642000.0,140910000.0,640000.0
58,455,135854436.0,12133484.183115087,6656000.0,140910000.0,640000.0
59,464,135082578.0,15098167.582323227,6642000.0,140910000.0,640000.0
60,458,136081444.0,9765760.272035353,15528000.0,140910000.0,640000.0
61,469,134950738.0,16214076.219919406,9963000.0,140910000.0,640000.0
62,452,135267192.0,15375287.973860392,10011000.0,140910000.0,640000.0
63,449,133743712.0,20034621.357965715,6642000.0,140910000.0,640000.0
64,453,135238754.0,15071751.079469299,3882000.0,140910000.0,640000.0
65,451,134968510.0,16659162.913240869,6674000.0,140910000.0,640000.0
66,467,135916548.0,12782234.104087438,9963000.0,140910000.0,640000.0
67,442,135935552.0,11688517.389271233,15528000.0,140910000.0,640000.0
68,438,136176458.0,11811162.258483963,6626000.0,140910000.0,640000.0
69,452,135229398.0,15641134.973894829,5584000.0,140910000.0,640000.0
70,454,135837074.0,13538742.949200416,6642000.0,140910000.0,640000.0
71,461,134778306.0,17341276.278877627,6642000.0,140910000.0,640000.0
72,453,135694846.0,13996833.141188903,6642000.0,140910000.0,640000.0
73,451,135807078.0,13533099.71853884,6642000.0,140910000.0,640000.0
74,454,135276374.0,14400808.479600165,6642000.0,140910000.0,640000.0
75,454,136042604.0,12502379.934683796,6642000.0,140910000.0,640000.0
76,461,136368324.0,11194706.450775027,6626000.0,140910000.0,640000.0
77,462,135336558.0,15492590.017896814,9963000.0,140910000.0,640000.0
78,450,134621040.0,18090222.47719469,6642000.0,140910000.0,640000.0
79,458,136648078.0,9949878.419353474,13348000.0,140910000.0,640000.0
80,449,135907048.0,12656400.18337347,3866000.0,140910000.0,640000.0
81,454,134349772.0,16708157.354897518,3866000.0,140910000.0,640000.0
82,470,135394432.0,12085414.538085816,15528000.0,140910000.0,640000.0
83,454,135626802.0,11959446.888999341,6642000.0,140910000.0,640000.0
84,465,135706418.0,12982701.774718389,15464000.0,140910000.0,640000.0
85,448,135902376.0,12917385.436791146,10011000.0,140910000.0,640000.0
86,451,135580946.0,14634956.995054137,9930000.0,140910000.0,640000.0
87,458,135003792.0,17153470.848686453,3882000.0,140910000.0,640000.0
88,457,135986510.0,12612382.159207674,15464000.0,140910000.0,640000.0
89,458,136076698.0,13550455.624915201,6642000.0,140910000.0,640000.0
90,454,135675566.0,15975728.91149709,6642000.0,140910000.0,640000.0
91,452,137530938.0,7826541.40614844,16775000.0,140910000.0,640000.0
92,460,135969090.0,13776886.093813071,10065000.0,140910000.0,640000.0
93,451,136691374.0,12247770.57876755,9963000.0,140910000.0,640000.0
94,454,136833438.0,12409642.818637287,6642000.0,140910000.0,640000.0
95,452,136968428.0,11864633.898979606,9213000.0,140910000.0,640000.0
96,461,135898864.0,16750524.60615798,9963000.0,140910000.0,640000.0
97,456,135925162.0,14893375.502140407,3355000.0,140910000.0,640000.0
98,451,134515654.0,17391153.897032943,10011000.0,140910000.0,640000.0
99,454,134789602.0,17957308.792789526,3355000.0,140910000.0,640000.0
100,450,136646124.0,12142635.716705991,10065000.0,140910000.0,640000.0
0,500,19716808.0,11928470.991503311,934000.0,73908000.0,640000.0
1,453,26136112.0,14866100.062741943,1070000.0,85995000.0,640000.0
2,458,31966466.0,17346213.36444482,1930000.0,106477000.0,640000.0
3,465,38018430.0,18909045.62512609,963000.0,112847000.0,640000.0
4,461,45737600.0,19589007.017712764,3816000.0,125244000.0,640000.0
5,457,49735072.0,21250869.750737637,3268000.0,125244000.0,640000.0
6,452,56515086.0,23040923.028876342,1780000.0,128352000.0,640000.0
7,454,63344230.0,23613422.390689157,5721000.0,128856000.0,640000.0
8,451,68368496.0,23741754.081827737,6036000.0,136024000.0,640000.0
9,459,73133816.0,24394017.387920015,4314000.0,127680000.0,640000.0
10,461,77265934.0,26768059.082601488,3908000.0,156352000.0,640000.0
11,450,82675896.0,25446054.071725618,5204000.0,143864000.0,640000.0
12,456,86136638.0,25972538.8869659,2810000.0,142352000.0,640000.0
13,454,90975876.0,23460701.440507356,20692000.0,144984000.0,640000.0
14,454,92912746.0,25272984.03935483,11264000.0,156464000.0,640000.0
15,444,94989692.0,24997752.529240225,5668000.0,156464000.0,640000.0
16,444,102056912.0,24125331.189856358,13608000.0,157472000.0,640000.0
17,451,103839020.0,23832616.647015493,8139000.0,140910000.0,640000.0
18,459,106345056.0,24334530.939898226,9954000.0,143472000.0,640000.0
19,460,109578538.0,21713534.330655526,13336000.0,140910000.0,640000.0
20,447,112779324.0,21341968.589683194,16565000.0,155344000.0,640000.0
21,451,113478230.0,22819305.98202101,6680000.0,156352000.0,640000.0
22,454,115453636.0,20548051.611466814,6638000.0,142352000.0,640000.0
23,453,116582792.0,20415819.684664536,10038000.0,140910000.0,640000.0
24,450,119121780.0,20015052.226951595,7210000.0,140910000.0,640000.0
25,475,118823040.0,21446464.85718334,2538000.0,140910000.0,640000.0
26,461,120636446.0,19183953.91891578,9939000.0,140910000.0,640000.0
27,459,120716318.0,19821937.204644658,5668000.0,140910000.0,640000.0
28,448,122431066.0,18701299.34891274,10200000.0,140910000.0,640000.0
29,463,124921632.0,15276049.685981518,15300000.0,140910000.0,640000.0
30,446,125384652.0,15828074.377980918,11646000.0,140910000.0,640000.0
31,459,126509926.0,15708924.776461437,10200000.0,140910000.0,640000.0
32,456,126415440.0,18473000.39815947,7710000.0,140910000.0,640000.0
33,473,126955774.0,18040003.94442651,3882000.0,140910000.0,640000.0
34,459,128851932.0,16578178.132695282,6732000.0,140910000.0,640000.0
35,447,130792252.0,12841457.978924979,9984000.0,140910000.0,640000.0
36,446,129884568.0,16927983.88046775,6614000.0,140910000.0,640000.0
37,459,131089476.0,14827114.276130201,9930000.0,140910000.0,640000.0
38,444,130445506.0,16224508.877681443,13228000.0,140910000.0,640000.0
39,446,130892022.0,15000895.986090831,14528000.0,140910000.0,640000.0
40,456,131364738.0,13377870.86697117,15420000.0,140910000.0,640000.0
41,468,131823592.0,12134784.456987113,15432000.0,140910000.0,640000.0
42,459,132859194.0,12473125.943578217,10869000.0,140910000.0,640000.0
43,450,132657508.0,14936890.397065114,3882000.0,140910000.0,640000.0
44,448,133033898.0,14167389.17456551,3882000.0,140910000.0,640000.0
45,458,133780820.0,12268788.176490782,11565000.0,140910000.0,640000.0
46,459,134704596.0,8339239.967334193,15420000.0,140910000.0,640000.0
47,457,133673518.0,11704614.754944991,7710000.0,140910000.0,640000.0
48,449,133282250.0,15958922.49218286,9921000.0,140910000.0,640000.0
49,452,132438006.0,18483218.840504054,3873000.0,140910000.0,640000.0
50,446,133739920.0,15167828.983925154,11565000.0,140910000.0,640000.0
51,443,134715876.0,13627667.667382559,7210000.0,140910000.0,640000.0
52,437,134463320.0,13644396.805047851,15408000.0,140910000.0,640000.0
53,446,134362388.0,13571377.397503026,9930000.0,140910000.0,640000.0
54,453,134166542.0,15271834.489943767,7800000.0,140910000.0,640000.0
55,451,133494946.0,16388597.853601875,3623000.0,140910000.0,640000.0
56,472,134414726.0,11833095.961029135,15408000.0,140910000.0,640000.0
57,440,134300734.0,13989041.560137134,11556000.0,140910000.0,640000.0
58,459,134673840.0,11029896.212131826,11556000.0,140910000.0,640000.0
59,450,133839392.0,15425737.840970071,7710000.0,140910000.0,640000.0
60,452,134430572.0,13180044.157771856,13216000.0,140910000.0,640000.0
61,462,133931466.0,14568263.569720449,3873000.0,140910000.0,640000.0
62,449,134416144.0,12692174.228053443,8367000.0,140910000.0,640000.0
63,454,134766568.0,12269194.81683195,11556000.0,140910000.0,640000.0
64,445,134717496.0,11240003.306849336,7722000.0,140910000.0,640000.0
65,461,133548614.0,15112278.935389062,6614000.0,140910000.0,640000.0
66,452,134214426.0,13222244.425078671,15492000.0,140910000.0,640000.0
67,462,133807104.0,16463594.60243066,3882000.0,140910000.0,640000.0
68,451,134734106.0,11815067.916129978,15528000.0,140910000.0,640000.0
69,465,134578906.0,12795429.040605243,15528000.0,140910000.0,640000.0
70,452,134588346.0,13021585.26732763,6632000.0,140910000.0,640000.0
71,457,134049278.0,14663854.090951532,3852000.0,140910000.0,640000.0
72,459,135269316.0,9007556.124951096,15528000.0,140910000.0,640000.0
73,463,134108400.0,12407558.408808721,7722000.0,140910000.0,640000.0
74,460,134215408.0,13031113.524850285,13420000.0,140910000.0,640000.0
75,463,133798458.0,13709955.279002044,9984000.0,140910000.0,640000.0
76,454,134343826.0,12932528.495221807,7722000.0,140910000.0,640000.0
77,451,134191346.0,14399149.291617336,7722000.0,140910000.0,640000.0
78,467,134148862.0,14775145.585846389,3882000.0,140910000.0,640000.0
79,445,133923204.0,16268089.800907297,3882000.0,140910000.0,640000.0
80,455,134682886.0,13174921.085646167,15420000.0,140910000.0,640000.0
81,443,135334974.0,11248035.162166057,15420000.0,140910000.0,640000.0
82,420,134949844.0,12393585.083891748,3882000.0,140910000.0,640000.0
83,445,134678440.0,11778649.18173557,5620000.0,140784000.0,640000.0
84,462,134367442.0,14358431.784517277,3882000.0,140910000.0,640000.0
85,452,134731880.0,12277632.504746182,3882000.0,140910000.0,640000.0
86,452,135144172.0,10412072.639509195,7722000.0,140910000.0,640000.0
87,454,135501834.0,9861475.835109266,15420000.0,140910000.0,640000.0
88,453,134212562.0,14776017.935768621,11700000.0,140910000.0,640000.0
89,462,134641540.0,13591549.28786266,11700000.0,140910000.0,640000.0
90,459,135436338.0,10105898.309589108,7710000.0,140910000.0,640000.0
91,461,135149126.0,11303832.85979247,11565000.0,140910000.0,640000.0
92,465,135327348.0,10499149.138044283,15528000.0,140910000.0,640000.0
93,462,134886840.0,12389948.363669641,15420000.0,140910000.0,640000.0
